,vector,sentiment
649,"[-0.17854646344979605, 0.15043623248736063, 0.9237853387991587, 0.1752678578098615, -7.978597811112802e-05, -0.047231762980421386, -0.023854816022018593, 0.09008068467179935, 0.08547589307030042, -0.14066136131683984, 0.08022956053415935, 0.16601246098677316, -0.029322201386094093, 0.02527385049810012, 0.15583793570597967, -0.3342023839553197, -0.28671001891295117, -0.1533404973646005, 0.13132244348526, -0.05955237460633119, -0.5480363517999649, 0.011113347175220648, -0.12108755732576053, -0.21877031028270721, -0.1738294983903567, 0.20102015882730484, -0.14721515526374182, -0.2553689454992612, 0.35115716854731244, -0.06099131082495054, -0.3025279889504115, -0.3112138907114665, -0.019130001155038674, -0.027537304908037186, 0.19305910915136337, 0.053262377778689064, 0.00025018832335869473, -0.20485458771387735, 0.08491594965259235, 0.24625317752361298, 0.12316872303684552, -0.14676963662107786, 0.23868090162674585, 0.2686971053481102, -0.5604549199342728, -0.10335951919356982, -0.24351049214601517, 0.10439744964241982, 0.2561282937725385, 0.2019080470005671, -0.06575652025640011, -0.4088457574446996, 0.049683831011255584, -0.04444337325791518, 0.06127698843677839, 0.21888765941063562, 0.1265594127277533, 0.32889001568158466, 0.318325012922287, -0.11472213640809059, -0.1351486643155416, -0.34506667653719586, 0.146145428220431, 0.132619089136521, 0.3561835338672002, -0.23256460080544153, 0.22859464089075723, 0.14771248772740364, 0.34907283385594684, 0.1565440222620964, 0.03753440702954928, -0.3705996423959732, -0.02685818759103616, 0.13977199917038283, -0.4406198064486186, 0.24960080285867056, 0.3595668822526932, 0.030476813515027363, 0.03620605356991291, -0.1840200573205948, 0.47562114894390106, 0.07625567850967248, 0.03249067502717177, 0.048607017224033676, -0.009247272896269957, 0.19958137969175974, 0.2253859962026278, 0.21976900100708008, -0.20891890426476797, -0.06998369532326858, -0.4759163906176885, -0.2182100142041842, -0.11732938637336095, -0.0715998640904824, -0.5093541244665781, 0.21818280716737112, 0.42026475071907043, -0.258686142663161, 0.418376624584198, 0.40179793039957684]",2
650,"[-0.1480355216190219, 0.12321517313830554, 0.7587219066917896, 0.14538359362632036, 0.0006536046275869012, -0.03889898909255862, -0.019217321125324816, 0.0751073018182069, 0.0698377750813961, -0.11551044881343842, 0.0661414508940652, 0.13555345823988318, -0.024473013763781637, 0.021663447900209576, 0.12677333620376885, -0.2754794480279088, -0.23586338805034757, -0.12659701658412814, 0.10706070275045931, -0.04911614186130464, -0.4515825370326638, 0.010253707354422659, -0.1009193966165185, -0.17850074544548988, -0.14383647637441754, 0.16483583860099316, -0.12071240600198507, -0.20933692157268524, 0.2895620446652174, -0.04983779939357191, -0.2485661283135414, -0.25623988127335906, -0.016456566838314757, -0.022689263161737472, 0.1594828451052308, 0.044345722533762455, 0.0007549659790129226, -0.16963280690833926, 0.06984043586999178, 0.20356245571747422, 0.1009483311790973, -0.12017181608825922, 0.19546750420704484, 0.2225546487607062, -0.46161006297916174, -0.08643504325300455, -0.20072399266064167, 0.08592546451836824, 0.21028844360262156, 0.16529095033183694, -0.05394277349114418, -0.3360005645081401, 0.041171236778609455, -0.03653624595608562, 0.05077479442115873, 0.18097446952015162, 0.10497328685596585, 0.27224436216056347, 0.2627132427878678, -0.09489064919762313, -0.11068145954050124, -0.2840806106105447, 0.11988564487546682, 0.108581937616691, 0.29214494954794645, -0.19262835616245866, 0.18782963324338198, 0.12011582357808948, 0.28740850556641817, 0.12889362266287208, 0.031753925839439034, -0.30555734876543283, -0.022526032524183393, 0.1155292575713247, -0.3620717069134116, 0.2050580638460815, 0.29534905310720205, 0.02433533692965284, 0.029740845609921962, -0.15050137974321842, 0.3914094138890505, 0.06259030429646373, 0.026215348450932652, 0.03925425885245204, -0.008840541384415701, 0.16466428013518453, 0.18659174628555775, 0.18014976475387812, -0.1726371538825333, -0.058112744824029505, -0.3912846380844712, -0.17880213353782892, -0.09576537902466953, -0.059220774564892054, -0.4192724283784628, 0.1797060603275895, 0.3450888032093644, -0.21267575165256858, 0.34346529468894005, 0.32948610559105873]",2
651,"[-0.1433172591496259, 0.1186075322329998, 0.7344008907675743, 0.14024905185215175, 0.0008237867114075925, -0.03788144938880578, -0.018096504034474492, 0.07270604616496712, 0.06808630214072764, -0.11263264901936054, 0.06273297546431422, 0.13065635249949992, -0.024375807493925095, 0.021297064842656255, 0.123678328236565, -0.26665101991966367, -0.2283040010370314, -0.12156536616384983, 0.10441205487586558, -0.046494980342686176, -0.43747281190007925, 0.0099027906981064, -0.09573630755767226, -0.17357435636222363, -0.1393919587135315, 0.1608803803101182, -0.11692363698966801, -0.20315248845145106, 0.28030720306560397, -0.049088016618043184, -0.2405339009128511, -0.2468473920598626, -0.014297273955889978, -0.022897710936376825, 0.1548304627649486, 0.042785865953192115, 0.0006456065957536339, -0.16427195258438587, 0.0667949189664796, 0.19637154741212726, 0.09843742498196661, -0.11732761166058481, 0.19090283196419477, 0.21504381345584989, -0.4462972320616245, -0.08440357237122953, -0.1936586583033204, 0.08346886257641017, 0.2025724146515131, 0.16118511511012912, -0.05251144152134657, -0.3252174695953727, 0.03928352688672021, -0.03695297538070008, 0.0480317200999707, 0.17442621942609549, 0.10212102974765003, 0.2630568784661591, 0.2539638038724661, -0.09139633853919804, -0.10669887322001159, -0.2752894819714129, 0.11548067629337311, 0.10457706078886986, 0.28336652275174856, -0.18646797025576234, 0.18208459671586752, 0.11570537532679737, 0.27723175194114447, 0.12532492191530764, 0.02976432500872761, -0.29419483710080385, -0.021648988127708435, 0.11231067287735641, -0.3496105670928955, 0.19835475366562605, 0.28519491013139486, 0.023807066347217187, 0.030814059602562338, -0.14617798035033047, 0.37868591863662004, 0.060875319759361446, 0.025359661551192403, 0.03841132600791752, -0.007854852636228316, 0.1589260941836983, 0.17963922955095768, 0.17493320256471634, -0.16748022940009832, -0.05530973058193922, -0.3796570897102356, -0.1737386197783053, -0.09079552860930562, -0.05813487176783383, -0.4060392854735255, 0.17453381093218923, 0.33421385241672397, -0.20451510371640325, 0.33191847056150436, 0.31919156620278955]",0
652,"[-0.1374874047935009, 0.11471628732979297, 0.7027165442705154, 0.13329281881451607, -0.0007756152306683361, -0.03488130196928978, -0.016871025320142508, 0.06922820061445237, 0.06447022780776024, -0.1068018402904272, 0.060341259464621544, 0.12617214694619178, -0.022965602576732635, 0.01927959220483899, 0.1171671248972416, -0.25619657784700395, -0.2183137558400631, -0.11724845804274082, 0.10063889548182488, -0.044388337433338164, -0.4184392228722572, 0.008682559989392758, -0.0916757583618164, -0.16481205075979233, -0.13454753234982492, 0.15273808240890502, -0.11166211627423764, -0.1956056647002697, 0.2674602210521698, -0.04526396058499813, -0.23144850954413415, -0.2370516836643219, -0.01433822102844715, -0.02055116547271609, 0.14749033451080323, 0.04040580280125141, -0.0007683460367843509, -0.15551010966300965, 0.064571288600564, 0.18818822875618935, 0.09526352509856224, -0.11161691322922707, 0.18180002719163896, 0.20487141311168672, -0.42710795253515244, -0.07888684011995792, -0.18432198986411094, 0.07971991784870625, 0.19468524158000947, 0.1554300904273987, -0.04892213400453329, -0.31229546666145325, 0.039304005168378356, -0.03487817887216806, 0.046632575802505016, 0.16637992933392526, 0.09739043861627579, 0.2519527181982994, 0.24294565469026566, -0.08836316354572774, -0.10235098600387574, -0.26331397593021394, 0.11035229824483395, 0.10045581422746182, 0.2700744390487671, -0.17750912234187127, 0.17419357001781463, 0.11143006533384323, 0.26728269159793855, 0.12014370635151864, 0.029729869216680527, -0.28350889682769775, -0.02095985282212496, 0.10656169317662716, -0.33541233390569686, 0.19011587798595428, 0.27506977766752244, 0.02277271756902337, 0.02815129728987813, -0.13979288339614868, 0.3617081746459007, 0.05871431827545166, 0.02472270857542753, 0.03574853204190731, -0.007365674804896116, 0.15264200270175934, 0.1728827491402626, 0.16760271787643433, -0.16090838089585305, -0.05254906918853521, -0.3621363043785095, -0.16592126339673996, -0.08905277848243713, -0.055013453401625154, -0.3893528625369072, 0.16693402528762818, 0.32088040858507155, -0.19710587188601494, 0.3174579679965973, 0.30685182362794877]",0
653,"[-0.14796464549827165, 0.12326774553492151, 0.7620262770817198, 0.14436860010027885, 0.0007033415764955612, -0.03854648913417397, -0.01842736274983477, 0.0749709235247353, 0.07014332538277938, -0.11724613928075495, 0.0658614435072603, 0.1371077600352723, -0.024728451694907814, 0.02117116123855371, 0.12851477240950898, -0.2764515857501277, -0.23642578014525875, -0.12591329037115492, 0.10737362214974289, -0.04879513074611795, -0.45319809173715525, 0.010155019583180547, -0.10009715102356055, -0.1795321462740158, -0.14559368063406697, 0.16685130742603335, -0.1213681854564568, -0.20954163526666575, 0.2903745787153984, -0.05145331253779346, -0.24993018677522397, -0.25664605341594793, -0.015474326218125122, -0.022803439373343157, 0.16021285212502398, 0.04456368079087857, 0.0009090225799370493, -0.17014212045690108, 0.06945520613727899, 0.20446711804332404, 0.10264017760496714, -0.12177270066378446, 0.1972791294342485, 0.2225265572297162, -0.46387092769145966, -0.08723629021952892, -0.19984363636066174, 0.08597764276481908, 0.21070375332030758, 0.16753273829817772, -0.05411078735929111, -0.3366293639972292, 0.041935853692221234, -0.03742544789766443, 0.050313676000926004, 0.18087271061436883, 0.10568034186445434, 0.2729172183778779, 0.2629902429621795, -0.09548633571328788, -0.11104823559008796, -0.285027035222999, 0.11933265780580454, 0.10812246548975336, 0.2933593710948681, -0.19362319671902165, 0.18859551898364363, 0.1206468471550736, 0.2883275933563709, 0.1299860192912406, 0.03160080562570486, -0.3054024650362031, -0.02330689673344123, 0.11620983539213395, -0.36298019516056984, 0.20589059398605905, 0.2963255461433838, 0.025027239871821528, 0.031067317014495874, -0.15114727584195548, 0.39212939245947476, 0.06299880747522774, 0.026553006858789717, 0.04027968109585345, -0.008165776360266167, 0.1644537678823389, 0.1868731419331041, 0.1815501419377738, -0.17294964258526935, -0.0577330750188437, -0.3933191068213561, -0.18059916755762592, -0.09588720476062133, -0.05991997582645252, -0.42117667712014295, 0.18011551787113322, 0.34613516798307153, -0.21292703316129488, 0.3442757121961692, 0.33180746770110625]",2
654,"[-0.16238679302235445, 0.13273449645688137, 0.8276352087656657, 0.15759719039003053, 0.0003583222763457646, -0.04263587404663364, -0.02195347969730695, 0.08207977594186862, 0.07624331365029018, -0.126040894848605, 0.07251041072110335, 0.1481145986666282, -0.025695707493772108, 0.02367316256277263, 0.13922389099995294, -0.29919497420390445, -0.25682058185338974, -0.1376616923759381, 0.11726406371841828, -0.05306061590090394, -0.4930107854306698, 0.01107992094087725, -0.1086261694629987, -0.19514431866506735, -0.15691196794311205, 0.18156706976393858, -0.13153132734199366, -0.2281060889363289, 0.3151598932842414, -0.054826907037446894, -0.27096498757600784, -0.2787071205675602, -0.017312016570940614, -0.025755878848334152, 0.17430289213856062, 0.048559151434650026, 0.0009983335803553928, -0.1852822552124659, 0.07557635754346848, 0.2218348147968451, 0.11006337404251099, -0.1313747356956204, 0.21382739146550497, 0.2412980900456508, -0.5032347862919172, -0.09496836084872484, -0.21815842390060425, 0.09268521672735612, 0.22752449351052442, 0.17983607637385526, -0.059816669672727585, -0.3660131245851517, 0.04373555459703008, -0.04089845949783921, 0.05509491730481386, 0.1969780425230662, 0.11523291065047185, 0.29640671114126843, 0.2849081406990687, -0.10356238080809514, -0.12094397222002347, -0.3092399016022682, 0.12883779096106687, 0.11867949273437262, 0.31870094562570256, -0.21034763815502325, 0.20445422207315764, 0.13083982281386852, 0.3123803647855918, 0.14136590684453645, 0.03434935072436929, -0.3327776516477267, -0.025031443685293198, 0.12642061710357666, -0.394001351048549, 0.22361788898706436, 0.3233168100317319, 0.026305882182593148, 0.0340243650910755, -0.16493028588593006, 0.4262587328751882, 0.06798310003553827, 0.028820220458631713, 0.04162457585334778, -0.009408599697053432, 0.17909564885000387, 0.20369339982668558, 0.19750599066416422, -0.18864915271600088, -0.062415212082366146, -0.42707568779587746, -0.19493581789235273, -0.1037469891210397, -0.0639978429923455, -0.45760805904865265, 0.19572547947367033, 0.37623724713921547, -0.22956149466335773, 0.37502556666731834, 0.36057823275526363]",2
655,"[-0.11371093482843467, 0.09420818791148208, 0.5834343919441813, 0.11182269728964284, 3.0229229845904877e-05, -0.02984554178657986, -0.014303186431615836, 0.05826719934564261, 0.053816991059907844, -0.08879132941365242, 0.05149511567183903, 0.10450735537423975, -0.01888893836266583, 0.016989916296941892, 0.09781370702243987, -0.2123327079628195, -0.18104886902230127, -0.09679956530176458, 0.082781618727105, -0.03761021868281421, -0.34793846770411446, 0.008051244996576792, -0.07622462209491503, -0.1373178513631934, -0.11047260543065411, 0.12768059419024558, -0.09295490171228137, -0.1612144142744087, 0.22289790940426646, -0.03848830610513687, -0.19147626417023794, -0.19666312475289618, -0.011196917826531544, -0.01681916774361439, 0.12307147131789298, 0.034832520122152, 0.0007835005159168283, -0.1297155979665972, 0.05350328733523687, 0.15599752377186502, 0.07792639368701548, -0.09303266226890541, 0.15040701459206285, 0.17053108804282688, -0.3548859570707594, -0.06727848605563243, -0.15471634712247623, 0.0662273687443563, 0.16022410563060216, 0.12719512305089406, -0.04283571731121767, -0.25735738234860556, 0.03134196455634776, -0.02798219495231197, 0.03817795729264617, 0.13854134419844263, 0.08153409697115421, 0.20861752224820002, 0.20134932015623366, -0.07291943207383156, -0.08503776584707555, -0.21818916960841134, 0.0909444899963481, 0.08430155348919686, 0.2247774013805957, -0.1480552332387084, 0.1438941957340354, 0.0922270431405022, 0.2209220060280391, 0.09916949094760985, 0.024952077949863104, -0.2338391693220252, -0.01787914996523233, 0.08897349460139162, -0.2768190747925213, 0.1573580964690163, 0.22721039982778685, 0.01823763259398263, 0.024194843490563687, -0.11679212003946304, 0.30019791424274445, 0.04820923116945085, 0.020357966799998566, 0.031051902455233392, -0.006509779542241068, 0.12572374141642026, 0.14379144069694338, 0.13896406610451995, -0.13338747460927283, -0.044470115853030054, -0.3007660634106114, -0.13712978824263528, -0.0735003071881476, -0.04590431860248957, -0.322168067807243, 0.13750421814620495, 0.26563457328648793, -0.16344852692314557, 0.2642483202119668, 0.25301243205155644]",2
656,"[-0.1423266517231241, 0.1184779007259446, 0.7303277190464238, 0.13949511923904842, 0.0012324479691111871, -0.03703132613433505, -0.017722959094195783, 0.07250063222212096, 0.06686031456532267, -0.11191280141550426, 0.06315497269436794, 0.1310445749744152, -0.02262356396143635, 0.021802947313214343, 0.12274419077827285, -0.2663775128312409, -0.22689925231194744, -0.12137429588862385, 0.10369491625654821, -0.04690302126497651, -0.43525302200578153, 0.009071273321751505, -0.09606599142231668, -0.17175494291586801, -0.13904417579760775, 0.1593545861154174, -0.11688099411549047, -0.20152638388875252, 0.27876317539873224, -0.048969790387976296, -0.2389252747913512, -0.24599636210283884, -0.01493599236709997, -0.02223766581058347, 0.15420832256010422, 0.043268267201104514, 0.00021859942777761413, -0.16256138934598616, 0.0658562498477598, 0.1961647611654674, 0.09828259664936922, -0.11650225221334647, 0.1891965265191781, 0.21216020177234896, -0.4441607480403036, -0.0840119310693505, -0.19190175586845726, 0.0828456064191414, 0.20181403825214753, 0.16047354579980797, -0.05114658184659978, -0.3231208381863932, 0.039833240899800636, -0.034937393570241206, 0.04822453361703083, 0.17350631793184826, 0.10166149858074884, 0.2605196074194585, 0.2525318281259388, -0.09099846237222664, -0.1076960627688095, -0.2727693188935518, 0.1142208416131325, 0.10406095416207488, 0.28162179864011705, -0.1852773995293925, 0.18164836867557219, 0.11570992598232503, 0.2770034230391805, 0.12457008431859624, 0.030150032078381628, -0.2933062845064948, -0.022318914358038455, 0.11117418895688995, -0.34845604188740253, 0.19665253057610244, 0.2848624747712165, 0.022705813364154892, 0.029242435931034077, -0.14573834861706322, 0.3756663875343899, 0.06036405866810431, 0.026377910922747105, 0.037881563689249255, -0.007923335942905396, 0.15715883664476374, 0.180985968055514, 0.17308906058315188, -0.1669610037934035, -0.055809737837989815, -0.3770030851010233, -0.17269594979006797, -0.09217638069821987, -0.05659189420597007, -0.4041612707078457, 0.17291991175928464, 0.33229787888315815, -0.20283218389765048, 0.3305223806916426, 0.31732949474826455]",0
657,"[-0.13856423758950673, 0.11635192532680537, 0.7144825446762537, 0.1356087364256382, 0.0007955417868767032, -0.03598837267705485, -0.017966728461416143, 0.06982546373221435, 0.06564340897296604, -0.10911258741428978, 0.06152437542761235, 0.12809794484392592, -0.022853704537019917, 0.020842604633224637, 0.12066644175272238, -0.2589384325240788, -0.22075944923256574, -0.11889646790529552, 0.10170008938171361, -0.04528705398307035, -0.42456964756313126, 0.010081236459020721, -0.09335782648505349, -0.16744019091129303, -0.13533204048871994, 0.1555489331581875, -0.11365106995952756, -0.19660534199915433, 0.27143707596941996, -0.04781979577321755, -0.23400269252689263, -0.24096169950146423, -0.014632881496493754, -0.02191221134394015, 0.14995030000021584, 0.04220132980691759, 0.0015660677699519223, -0.15687199995705955, 0.06551254413237698, 0.1906010555593591, 0.09554094301634714, -0.11409818479105045, 0.18474401161074638, 0.20887585454865507, -0.4324816718305412, -0.08119133055994385, -0.18767166235729268, 0.08061976826406624, 0.1963880989504488, 0.15572770086950377, -0.05114533301246794, -0.3159727544376725, 0.03933972267335967, -0.03520002240609182, 0.04709295560850909, 0.1697825689456965, 0.09951225070184783, 0.2549393280948463, 0.24606674419421898, -0.08901962887887892, -0.10436520127481536, -0.26693330332636833, 0.11165296580446393, 0.10115382491954063, 0.2752731644401425, -0.1809393773345571, 0.1770682256472738, 0.11289283750872862, 0.2701315930799434, 0.12195823322001256, 0.02901529782990876, -0.2864962588799627, -0.01998681420656411, 0.10799275985673855, -0.3395475160918738, 0.1917982479851497, 0.27837229833791133, 0.023069373184913082, 0.029046318689851386, -0.14199589820284592, 0.3661682692013289, 0.05961639105685448, 0.02522300919027705, 0.03708571283832977, -0.008385726330360692, 0.15325443348602244, 0.17405837048825465, 0.1694892664488993, -0.16277714112871572, -0.05350797440807678, -0.3676725849509239, -0.16842378146554293, -0.09042833549411673, -0.055550284977806244, -0.393268189147899, 0.16859672752846228, 0.3243151042414339, -0.19902320010097405, 0.32258143883786705, 0.30996345865883324]",0
658,"[-0.14376765591177074, 0.11919581212780693, 0.7376926107840105, 0.1397610012103211, 0.0002376887238245796, -0.03860455234958367, -0.01885490110990676, 0.07247265631502325, 0.06833916902542114, -0.11339962956580249, 0.06449359028854153, 0.13163295726884494, -0.023675075139511715, 0.021112325177951294, 0.12352980978109619, -0.26740310341119766, -0.22997849299149078, -0.12236081842671741, 0.10462789711627093, -0.04778630032458089, -0.4382046786221591, 0.008827630155296489, -0.0973722782324661, -0.17284661362116988, -0.13990605317733504, 0.1606247370893305, -0.11677695946259932, -0.2040783248164437, 0.2819022719155658, -0.04930039986290715, -0.24195209755138916, -0.24826423688368363, -0.014514533040875738, -0.022860579785298218, 0.15619978986003183, 0.04398200169882991, 0.001196652513251386, -0.16432432728734883, 0.06631185080517422, 0.19835658235983414, 0.09812127832661975, -0.1176638633690097, 0.1905618574131619, 0.21605139632116666, -0.4486891261555932, -0.084893762557344, -0.19385756687684494, 0.08342533423142, 0.20291726968505167, 0.16166165708140892, -0.053037195043130356, -0.3265370421788909, 0.0389385541731661, -0.03602076618170196, 0.0486327281052416, 0.17498052391138944, 0.1021463078531352, 0.26388442516326904, 0.2554172460328449, -0.09182361716573889, -0.10800633884289047, -0.27595769613981247, 0.1160385554487055, 0.10494734279134056, 0.28397177159786224, -0.18725919858975845, 0.18282013047825207, 0.11666467277841135, 0.27857243540612137, 0.12583146955479274, 0.031115547838536175, -0.2957733009349216, -0.02157501440325921, 0.11249457570639523, -0.3508859046480872, 0.1993759565732696, 0.2863395430824973, 0.02292293445630507, 0.030554693615572018, -0.14741639996116812, 0.3801215169104663, 0.061900615014813164, 0.02541021689433943, 0.03833831651982936, -0.007949825079942291, 0.15937809273600578, 0.18105459958314896, 0.17519967664371838, -0.16833961043845524, -0.05549423210322857, -0.3811510367826982, -0.1734097068282691, -0.0928432247178121, -0.0579795204102993, -0.40826293419707904, 0.17444087294015018, 0.3353660770437934, -0.20669192211194473, 0.3330339396541769, 0.32039241966876114]",2
659,"[-0.08016051165759563, 0.06485578417778015, 0.4137560576200485, 0.07897267490625381, 0.0003422962545300834, -0.020838527474552393, -0.011408063117414713, 0.04058458935469389, 0.03821214474737644, -0.06217135488986969, 0.037930033169686794, 0.07313490100204945, -0.012590672355145216, 0.013383819721639156, 0.07018929161131382, -0.14947236329317093, -0.12994827702641487, -0.06846891902387142, 0.05840851180255413, -0.028085388243198395, -0.24404895305633545, 0.004939087317325175, -0.0528214443475008, -0.09645861014723778, -0.0783631931990385, 0.09074405953288078, -0.06739629618823528, -0.11299777403473854, 0.1580529473721981, -0.02707771025598049, -0.13391896709799767, -0.13917245715856552, -0.007563245482742786, -0.010097973281517625, 0.08773713745176792, 0.024628767743706703, -5.33713900949806e-05, -0.09101276099681854, 0.0371151240542531, 0.11021165177226067, 0.05433707684278488, -0.06656037084758282, 0.10660447552800179, 0.12057844921946526, -0.25161663442850113, -0.048212192952632904, -0.1088133193552494, 0.047586506232619286, 0.11358712986111641, 0.09054631739854813, -0.02912689931690693, -0.18297821283340454, 0.022683576680719852, -0.01936077233403921, 0.02706805244088173, 0.09612797200679779, 0.05884305573999882, 0.14734863117337227, 0.14086781442165375, -0.0507490448653698, -0.061471737921237946, -0.1539924331009388, 0.06391282565891743, 0.05877513624727726, 0.15928874537348747, -0.10576408356428146, 0.10154135897755623, 0.0634644515812397, 0.1561538130044937, 0.07068727165460587, 0.016674574930220842, -0.16619810089468956, -0.012353728991001844, 0.06240360997617245, -0.19720372557640076, 0.11049480736255646, 0.16015636175870895, 0.013147023040801287, 0.016057072207331657, -0.08236490376293659, 0.21241533011198044, 0.034055592492222786, 0.01290947338566184, 0.02140272781252861, -0.0031280788243748248, 0.08865213021636009, 0.10151468589901924, 0.09784037247300148, -0.09351048246026039, -0.031162433326244354, -0.21246571838855743, -0.09735225141048431, -0.05117708072066307, -0.030894901603460312, -0.2293502539396286, 0.0979410968720913, 0.18878436833620071, -0.11463836580514908, 0.1861945316195488, 0.17842880636453629]",2
660,"[-0.1241386454552412, 0.10258841291069984, 0.6339752212166786, 0.12086254581809044, -0.00021561456378549337, -0.03186873365193606, -0.016691462672315537, 0.06251419708132744, 0.059017086401581764, -0.09738084897398949, 0.05514051411300898, 0.11427538506686688, -0.020107664121314883, 0.017843951971735807, 0.10775397010147572, -0.23060907945036888, -0.1977832406759262, -0.10556691661477088, 0.09051695317029954, -0.04010786237195134, -0.3772394247353077, 0.008172626374289393, -0.08346888795495033, -0.14971804842352868, -0.12041902914643288, 0.13902225270867347, -0.10129082947969437, -0.17496764212846755, 0.24193714261054994, -0.04252095017582178, -0.2074299044907093, -0.21502572000026704, -0.01211057286709547, -0.01989057408645749, 0.13405664414167404, 0.03634820152074099, 0.00022116345680842642, -0.14126749597489835, 0.05828956719487906, 0.17005675062537193, 0.08460354804992676, -0.10163425728678703, 0.1642481315881014, 0.18442347645759583, -0.3852449499070644, -0.07190161626785993, -0.1676964782178402, 0.070895466953516, 0.17566284872591495, 0.13841174691915512, -0.044844653364270924, -0.2814935125410557, 0.03489571902900934, -0.030481503857299686, 0.04253163058310747, 0.15179314091801643, 0.08865997828543186, 0.22703052014112474, 0.218850576877594, -0.0790724629536271, -0.09325198568403721, -0.23729348108172416, 0.0992568066343665, 0.09070182666182518, 0.24486208632588385, -0.161034332588315, 0.1570020977407694, 0.10068541653454303, 0.24091824293136596, 0.10878167077898979, 0.02576801278628409, -0.25459287613630294, -0.018973620678298175, 0.09646766893565654, -0.3027750186622143, 0.17206088937819003, 0.24832334443926812, 0.020053781010210513, 0.0259048524312675, -0.1262565352022648, 0.32569025084376335, 0.052583320811390874, 0.02196576716378331, 0.034142019040882585, -0.007432798517402262, 0.1374332070350647, 0.15590483732521535, 0.1517682671546936, -0.14467536620795726, -0.047986922599375245, -0.32650811448693273, -0.14990420639514923, -0.08075911682099104, -0.0481443265452981, -0.3507843442261219, 0.1507125422358513, 0.28843300640583036, -0.177912400662899, 0.28759896457195283, 0.2766424626111984]",0
661,"[-0.14555833085129657, 0.12136391053597133, 0.7561371922492981, 0.1434453052158157, 0.0005973906954750419, -0.038771035615354776, -0.018813460269787658, 0.0740490728057921, 0.06919130605335037, -0.11491556745022535, 0.0662110682266454, 0.1340076302488645, -0.022909022634848952, 0.020234834946071107, 0.12558802558730045, -0.2748365830630064, -0.23360209725797176, -0.1259107751150926, 0.10870032509167989, -0.0495616402477026, -0.45016982903083164, 0.010366991851090765, -0.10015000402927399, -0.17902376937369505, -0.14306862590213618, 0.16554365245004496, -0.12119581270962954, -0.20945385346810022, 0.2882696632295847, -0.04903974523767829, -0.24867939576506615, -0.2548771860698859, -0.015465271804714575, -0.02283020253526047, 0.15809433348476887, 0.04430400285248955, 0.001996666833292693, -0.16803296034534773, 0.06844458620374401, 0.2017953476558129, 0.1018058592453599, -0.12020592795064051, 0.19705696714421114, 0.2208138071000576, -0.4609203077852726, -0.08351607473256688, -0.19940012445052466, 0.08395119446019332, 0.2103116580595573, 0.16473866688708463, -0.0538881813796858, -0.334903497248888, 0.04012087375546495, -0.03714651723081867, 0.05014114718263348, 0.18047022633254528, 0.1056204695875446, 0.269821730752786, 0.261186171323061, -0.09352550686647494, -0.1107383044436574, -0.282175254697601, 0.11841003565738599, 0.1088180144627889, 0.291789364690582, -0.19063704398771128, 0.1871026949957013, 0.12199871086825927, 0.28558168436090153, 0.12824088148772717, 0.03091173681120078, -0.3040593309948842, -0.02230307871165375, 0.11531499214470387, -0.36078158890207607, 0.2045991588383913, 0.29505842737853527, 0.023985349922440946, 0.02973632273885111, -0.1506904804458221, 0.38951018328468007, 0.06295656195531289, 0.02768567637152349, 0.04081331038226684, -0.009225460778300961, 0.1637116689234972, 0.18548733989397684, 0.1789443176239729, -0.17330869597693285, -0.056475202552974224, -0.3894422526160876, -0.17686625011265278, -0.0960242295016845, -0.0577911528137823, -0.4161413758993149, 0.17947253212332726, 0.3445824074248473, -0.21134081110358238, 0.34216780588030815, 0.32875244071086246]",2
