,text,vector,sentiment
272,"['at', 'least', 'get', 'see', 'run', 'dc', 'announce', 'many', 'would', 'fire']","[-5.6755360178649426, -83.57701073586941, -70.79835253953934, -4.0551448203623295]",2
273,"['postbank', 'double', 'rework', 'investment']","[-3.7724218796938658, -42.0244427472353, -41.376851320266724, -5.525124985724688]",2
274,"['rework', 'pushes', 'back', 'i', 'p', 'o', 'after', 'chilly', 'reception', 'from', 'investors']","[-4.199956066906452, -89.70550183951855, -84.66594016551971, -13.4690578058362]",1
275,"['i', 'see', 'lot', 'people', 'play', 'status', 'game', 'around', 'thing', 'honestly', 'i', 'love', 'time', 'rework', 'i', 'met', 'lot', 'good', 'people', 'learnt', 'lot', 'get', 'good', 'coffee', ""let's"", 'reduce', 'everything', 'neumann', 'fly', 'around', 'he', 'vision', 'built', 'something', 'great']","[-2.5501331072300673, -319.60547935962677, -264.08882093429565, -19.586736649274826]",3
276,"['so', 'clarify', 'rework', 'apparently', 'welfare', 'rich', 'white', 'men', 'point']","[-7.141470745205879, -78.06996467709541, -76.7562215924263, -11.166697710752487]",1
277,"['postbank', 'lose', 'billion', 'dollar', 'rework', 'did', 'anyone', 'make', 'money', 'were', 'investor', 'able', 'sell', 'share', 'postbank', 'profit']","[-3.0672332737594843, -147.44909064471722, -133.04495006799698, -15.147904578596354]",2
278,"['cc', 'user', 'rework']","[-3.8269994258880615, -17.08186987042427, -22.270263850688934, -8.906060822308064]",2
279,"['rework', 'chase', 'new', 'financing', 'cash', 'crunch', 'loom']","[-7.624308906495571, -62.65566048026085, -59.44444078207016, -5.1882806569337845]",2
280,"['rework', 'reportedly', 'shelve', 'po', 'last-minute', 'decision', 'weak', 'investor', 'interest']","[-7.929932277649641, -97.05803240835667, -88.74966406822205, -13.554596915841103]",2
281,"['rising', 'risk', 'postbank', 'draw', 'concern', 'investor', 'conglomerate', 'nearly', '10', 'billion', 'bail-out', 'rework', 'via']","[0.2546007875353098, -126.0838573873043, -117.36938539147377, -5.5929044634103775]",1
282,"['rework', 'rival', 'wig', 'look', 'sell', 'canadian', 'operation']","[-3.153066447004676, -64.65172918140888, -59.43566054105759, -9.234260007739067]",2
283,"['value', 'rework', 'one', 'sentence', 'already', 'ridiculous']","[-5.623649012297392, -65.66560140252113, -56.64185291528702, -8.555589105933905]",1
284,"['air', 'rework', 'problem']","[-2.4987549856305122, -20.330949306488037, -25.333401322364807, -8.739491075277328]",1
285,"['postbank', 'take', 'control', 'rework', 'part', 'bail-out', 'adam', 'neumann', 'leave', 'board', 'the', 'japan', 'times']","[-7.411670122295618, -126.29265430569649, -109.59804219007492, -10.10832105576992]",1
286,"['in', 'hind', 'sight', 'reworks', 'big', 'fail', 'may', 'file', 'po', 'ico']","[0.7883591298013926, -75.80527132749557, -66.62726491689682, -2.6434782929718494]",1
287,"['report', 'rework', 'expect', 'cut', '500', 'tech', 'role']","[4.375461794435978, -42.956623047590256, -53.11105424165726, -11.706672497093678]",1
288,"['reworks', 'adam', 'neumann', 'quits', 'chief', 'executive', 'he', 'attempt', 'prosper', 'conflict', 'loses']","[-8.517194537445903, -114.44957450032234, -98.3677129149437, -6.55896208435297]",1
289,"['postbank', 'ceo', 'explanation', 'rework', 'investment', 'fiasco', 'fall', 'deaf', 'ear']","[-5.787001138553023, -93.91214118897915, -81.10127478837967, -6.5547483041882515]",1
290,"['rework', 'accepts', 'lifeline', 'from', 'postbank', 'ending', 'weeks', 'uncertainty']","[-8.56576324813068, -85.3336743414402, -78.8585507273674, -7.873644981533289]",2
291,"['bold', 'prediction', 'day', 'adam', 'neumann', 'golden', 'parachute', 'look', 'like', 'absolute', 'bargain', 'ten', 'year', 'massive', 'amount', 'value', 'rework', 'able', 'generate', 'real', 'leader', 'without', 'dempster', 'fire', 'corporate', 'governance', 'structure']","[-18.852234521880746, -291.2121941447258, -244.32968270778656, -23.20550663769245]",3
292,"['exclusive', 'rework', 'owner', 'creates', 'committee', 'decide', 'financing', 'lifeline', 'top']","[-10.023421358317137, -102.33740499615669, -88.81296932697296, -5.782235816121101]",2
293,"['needs', '140', 'character', 'main', 'point', 'selfmarked', 'private', 'valuation', 'eg', 'rework', 'park', 'capital', 'risk', 'v', 'directs', 'management', 'others', 'benefit', 'mm', 'heavy', 'hand', 'selfmarked', 'public', 'directs', 'work', 'size', 'algorithmicallytraded']","[-5.524105869233608, -278.697675421834, -244.38788905739784, -9.788673736155033]",2
294,"['opinion', 'here', 'firm', 'postbank', 'stock', 'rework', 'debacle']","[-4.604286288842559, -63.129679799079895, -61.475547194480896, -12.075044803321362]",1
295,"['milkshake', 'today']","[0.37072950042784214, -21.84146775305271, -18.78472912311554, -3.9844911731779575]",2
296,"['the', 'rise', 'fall', 'reworks', 'valuation', 'shine', 'spotlight', 'risk', 'insiderled', 'round', 'firm', 'reinvest', 'one', 'portfolio', 'company', 'high', 'price', 'tag']","[-5.201663861051202, -180.38628770411015, -153.39231473207474, -11.954694788902998]",2
297,"['band', 'implore', 'another', 'weworklike', 'example', 'world', 'might', 'become', 'rational', 'reggie', 'burger', 'wow', 'innovative', 'impossible', 'duplicate']","[-9.41841265745461, -159.4367094784975, -145.25705015659332, -10.218903541564941]",1
298,"['never', 'make', 'dime', 'profit', 'everyone', '2', 'iq', 'know', 'place', 'run', 'drunk', 'barely', 'qualify', 'rush', 'chairman', 'sigma', 'nu']","[-1.6419955976307392, -147.4665410220623, -128.58483737707138, -7.411899261176586]",1
299,"['i', 'highly', 'doubt', 'i', 'bet', 'get', 'pink', 'mobile', 'paid', 'least', 'rental', 'which', 'mean', 'subscriber', 'paid', 'not', 'wrong', 'sting', 'mobile', 'suck', 'ceo', 'sits', 'twitter', 'day', 'now', 'pontoon', 'boat']","[-7.542133681476116, -229.55248300731182, -202.12203139066696, -5.485624685883522]",1
300,"['community', 'lead', 'sales', 'queens', 'new', 'york', 'new', 'york', 'united', 'states', 'america', 'rework', 'about']","[-8.231370579451323, -119.46048614382744, -107.17458164691925, -14.61650387942791]",2
301,"['group', 'masayoshi', 'son', 'say', 'valuation', 'user', 'plunge', 'interview', 'nikkei', 'business', 'magazine', 'monday', 'morning', 'the', 'result']","[-5.052007852122188, -167.34619621932507, -133.6146257519722, -1.4068447723984718]",2
302,"['pentonville', 'rework', 'still', 'go']","[-0.8645477741956711, -36.31716588139534, -35.130704402923584, -4.418264742940664]",2
303,"['what', 'it', 'like', 'be', 'stuck', 'inside', 'wreckage', 'rework']","[-5.417696898803115, -58.38928706943989, -62.11383277177811, -13.4411552362144]",1
304,"['neumann', 'learn', 'master']","[-4.624926365911961, -33.69614903628826, -27.99916923046112, -0.031329140067100525]",2
305,"['top', 'story', 'some', 'rework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'w', 'see']","[-7.123703967779875, -102.55573369562626, -97.7736946940422, -20.002568751573563]",2
306,"['this', 'little', 'notruescotsman', 'taste', 'we', 'invent', 'ionize', 'model', 'rework', 'postbank', 'follow', 'ill', 'note', 'user', 'rework', 'turn', 'exact', 'amount', 'profit', 'user', 'could', 'easily', 'fail', 'way']","[-10.396565053611994, -225.29860845208168, -198.49146836996078, -19.118154015392065]",1
307,"['rework', 'lessons', 'that', 'apply', 'to', 'lots', 'stuff', 'via']","[-0.5689109787344933, -64.64026972651482, -59.1379674077034, -6.97046934440732]",2
308,"['rework', 'could', 'venture', 'capital', 'boom', 'burning', 'bed', 'moment', 'via']","[-4.840511094778776, -84.75505894422531, -74.76091229915619, -3.8396087363362312]",1
309,"['rework', 'replace', 'adam', 'neumann', 'two', 'new', 'ceos', 'here', 'everything', 'know', 'sebastian', 'cunningham', 'arnie', 'minton']","[-15.700141800567508, -140.8208817690611, -126.12122160196304, -8.792267892509699]",2
310,"['in', 'focus', 'rework', 'what', 'consider', 'before', 'investing']","[-6.356412960216403, -63.716692090034485, -61.457921624183655, -8.005984395742416]",2
311,"['japanese', 'giant', 'postbank', 'group', 'suffer', 'operating', 'loss', '6', '4', 'billion', 'quarter', 'investment', 'start-ups', 'rework', 'user', 'take', 'massive', 'hit']","[-4.987895600497723, -176.34128785133362, -155.32761806249619, -10.01650396361947]",2
312,"['salesforce', 'mark', 'beloff', 'big', 'fan', 'reworks', 'adam', 'neumann', 'change', 'tune', 'fair', 'alone', 'markets', 'insider']","[-8.188668873161077, -137.60749834775925, -118.5443252325058, -8.084392789751291]",2
313,"['how', 'rework', 'worth', 'much', 'anyway', 'all', 'sublet', 'office', 'building', 'like', 'pay', 'landlord', 'let', 'say', '100', 'soft', 'charge', 'company', 'actually', 'use', 'space', '200', 'soft', 'so', 'profit', '100', 'soft', 'like', 'actual', 'equity', 'anything', 'space']","[29.96949944458902, -262.4709044098854, -243.06490182876587, 2.2811499796807766]",1
314,"['real', 'estate', 'mogul', 'barry', 'sternlicht', 'rework', 'go', 'rail', 'still', 'real', 'company']","[-3.63645601272583, -100.82888776063919, -90.06820106506348, -8.871118284761906]",1
315,"['operators', 'weigh', 'boom', 'possible', 'bust', 'work', 'office', 'sector', 'follow', 'recent', 'rework', 'po', 'drama']","[-7.072238793596625, -107.32020615041256, -109.1619279384613, -24.23138839751482]",2
316,"['outrageous', 'analysis', 'shows', '1', '7', 'billion', 'payout', 'rework', 'ceo', 'equal', 'years', 'salary', 'company', 'expected', '4', '000', 'laid', 'off', 'workers', 'adam', 'neumann', 'ceo', 'beleaguer', 'worksharing', 'startup', 'rework', 'walk', 'away', 'company', '1', '7', 'billion']","[13.70831666700542, -271.3199922442436, -256.82802164554596, -18.99865635856986]",1
317,"['this', 'age', 'well', 'see', 'user', 'blue', 'apron', 'rework', 'sh', 'billions', 'debt', 'loss', 'minimal', 'margin', 'layoffs', 'continue']","[-2.604766560718417, -144.9676035642624, -125.42730587720871, -2.5340121872723103]",1
318,"['exclusive', 'rework', 'press', 'po', 'launch', 'despite', 'valuation', 'concern', 'source']","[-8.073892315849662, -95.5441839993, -83.39213126897812, -9.118532054126263]",2
319,"['i', 'shut', 'eye', ""'"", 'postbank', 'ceo', 'masayoshi', 'son', 'say', 'lose', '4', '7', 'billion', 'rework', 'business', 'insider', 'via']","[4.9586653131991625, -137.95021592080593, -120.91700452566147, -5.012253150343895]",1
320,"['rework', 'become', 'poster', 'child', 'everything', 'wrong', 'tech', 'unicorn']","[-7.985794020816684, -74.57923501729965, -73.18268966674805, -11.840925019234419]",1
321,"['we', 'technology', 'salad', 'company', 'like', 'rework', 'salad']","[-2.5008011646568775, -64.31216891109943, -59.03372001647949, -8.43612951040268]",2
322,"['goldman', 'sachs', 'quietly', 'unloaded', 'rework', 'share', 'investment', 'banker', 'pitch', 'company', '60', 'billion-plus', 'po', 'business', 'insider', 'prime']","[-1.0732919797301292, -170.1774092167616, -146.1301490664482, 3.055406827479601]",2
323,"['rework', 'we', 'product', 'differentiator', 'normal', 'landlord', 'could', 'copy', 'if', 'rework', 'abandon', 'aspirational', 'weird', 'become', 'another', 'place', 'work', 'go', 'stop', 'someone', 'opening', 'work', 'space', 'across', 'street', 'charge', 'minimum', 'rent']","[-21.32781338132918, -271.47148774564266, -247.0537008047104, -36.93308121338487]",2
324,"['or', 'offshore', 'the', 'big', 'investor', 'e', 'g', 'rework', 'saudis', 'japanese', 'bank']","[-3.1808925550431013, -88.01571352779865, -82.46744048595428, -14.42212189733982]",2
325,"['the', 'rework', 'business', 'nutshell', 'it', 'owes', 'ibn', 'next', '15', 'year', 'it', 'customer', 'commit', 'pay', 'ibn', 'next', '15', 'month', 'spot', 'gap']","[3.882676027715206, -153.72347384691238, -143.04006534814835, -3.101361084729433]",1
326,"['hi', 'james', 'refer', 'san', 'francisco', 'please', 'call', '1', '855', '400', '3575', 'team', 'happy', 'help']","[22.594328083097935, -92.16496793925762, -96.88395729660988, 5.158886801451445]",2
327,"['postbank', 'seek', 'control', 'rework', 'financing', 'package', 'source']","[-6.80485225468874, -72.38651891052723, -67.41117024421692, -12.262121669948101]",2
328,"['vcs', 'vcs', 'good', 'luck', 'rework', 'resemblance', 'wellcapitalized', 'company', 'analyse', 'purely', 'coincidental']","[-7.079416478052735, -127.1311274021864, -108.59418910741806, -1.061299592256546]",2
329,"['rework', 'considers', 'rescue', 'plans', 'from', 'postbank', 'morgan']","[-5.989705925807357, -67.13259743154049, -64.57721871137619, -10.907660961151123]",2
330,"['rework', 'selling', 'conductor', 'company', 'layoffs', 'possible', 'via']","[-1.9128087293356657, -75.81002587080002, -65.65174585580826, -3.270776629447937]",2
331,"['i', 'kinda', 'understand', 'go', 'user', 'i', 'also', 'think', 'great', 'brand', 'quite', 'hard', 'replace', 'current', 'stage', 'rework', 'type', 'money', 'build', 'exact', 'replica', 'reworks', 'business', 'ibm', 'broke', 'fellow']","[-11.373370010405779, -230.7392322421074, -208.15755558013916, -21.634083215147257]",1
332,"['i', 'believe', 'rework', 'successful', 'company', 'whose', 'big', 'idea', 'office', 'space', 'expensive', 'also', '10', 'percent', 'scientology']","[-0.17061408422887325, -144.18683263659477, -128.98045286536217, -4.574419893324375]",1
333,"['user', 'rework', 'ilk', 'design', 'create', 'product', 'they', 'design', 'corner', 'market', 'product', 'cash', 'leave', 'behind', 'husk', 'economy']","[-9.81154846958816, -149.6537071019411, -133.96325463056564, -21.212144892662764]",1
334,"['rework', 'quite', 'roller', 'coaster']","[-3.6409626230597496, -34.00892397761345, -35.98992192745209, -11.822222221642733]",2
335,"['rework', 'one', 'fast', 'grow', 'company', 'ever', 'may', 'grow', 'pain', 'result', 'speak', 'say', 'rework', 'spokesperson', 'complete', 'accuracy', 'via']","[-10.36449071764946, -147.53382335603237, -140.5149729847908, -27.299519799649715]",3
336,"['mass', 'folly', 'how', 'rework', 'differs', 'from', 'user', 'and', 'air']","[-2.0347561948001385, -66.57422694563866, -65.78719419240952, -12.223023660480976]",2
337,"['rework', 'withdraws', 's1', 'filing', 'delay', 'po', 'techcrunch']","[-2.9701426811516285, -57.53221568465233, -60.86616012454033, -6.309639222919941]",2
338,"['interesting', 'see', 'take', 'event', 'around', 'rework', 'po', 'cause', 'nerve', 'tech', 'stock', 'general', 'harmful', 'narrative', 'prior', 'around', 'rework', 'tech', 'company']","[-16.63623395189643, -182.1740190833807, -164.4803437590599, -29.254776120185852]",2
339,"['strong', 'word', 'man', 'always', 'lecture', 'bernie', ""n't"", 'publishing', 'sponsor', 'content', 'fund', 'rework']","[-8.316175688058138, -111.43839094042778, -105.46930772066116, -7.310724031180143]",2
340,"['rework', 'have', 'prospect', 'making', 'money', 'economy', 'ceo']","[-4.503670535981655, -64.35784520208836, -59.36394655704498, -13.007548741996288]",1
341,"['while', 'rework', 'parent', 'hardly', 'techinspired', 'business', 'reach', 'bit', 'far', 'public', 'offering', 'combination', 'sky-high', 'private', 'seriously', 'flaw', 'make', 'somewhat', 'unique']","[-10.806652147322893, -202.00922483205795, -178.6762101650238, -8.295663475990295]",1
342,"['screwing', 'never', 'felt', 'good', 'why', 'rework', 'founder', 'adam', 'neumann', 'get', '1', '7', 'billion', 'leave', 'company', 'ran', 'ground', 'recruit']","[-4.613449327647686, -155.58949881792068, -141.60413441061974, -9.97622038796544]",1
343,"['rework', 'technology', 'company', 'eh']","[-2.8733100071549416, -37.39595302939415, -36.43644690513611, -8.825273234397173]",2
344,"['rework', 'open', '400', 'location', '3', 'year', 'in', 'case', 'use', 'deep', 'discount', 'convince', 'exist', 'customer', 'relocate', 'help', 'fill']","[2.443963248282671, -148.91862818598747, -133.83219921588898, -8.009689390659332]",2
345,"['a', 'beautiful', 'night', 'westlake', 'park', 'i', 'sure', 'love', 'work', 'downtown', 'seattle', 'atte', 'rework', 'building', 'park']","[-7.612569477409124, -126.14439395070076, -122.08240503072739, -19.03681530058384]",3
346,"['rework', 'use', 'weak', 'password', 'outdated', 'wife', 'system', 'throughout', 'branch', 'leave', 'tenant', 'record', 'expose']","[-11.58579258620739, -122.4553723782301, -116.75292414426804, -22.873538821935654]",1
347,"['take', 'break', 'need', 'okay', 'feel', 'okay']","[-0.17090392671525478, -46.07227982580662, -42.22441250085831, -13.643268767744303]",2
348,"['rework', 'selling', 'conductor', 'company', 'layoffs', 'possible', 'via']","[-1.9128087293356657, -75.81002587080002, -65.65174585580826, -3.270776629447937]",2
349,"['platform', 'curated', 'tweet', 'rework', 'japan', 'get', 'new', 'ceo', 'day', 'we', 'company', 'founder', 'quits']","[-10.387594098225236, -110.58232781291008, -104.55669498443604, -15.38577613979578]",2
350,"['postbank', 'clinch', 'deal', 'take', 'rework']","[-3.4989361073821783, -43.00222113728523, -43.015373051166534, -8.122691310942173]",2
351,"['rework', 'start', 'stock', 'bb', 'program', 'immediately', 'increase', 'share', 'value']","[-6.0461963173002005, -87.55223245918751, -80.33503502607346, -10.410252079367638]",2
352,"['find', 'space', 'like', 'beloved', 'worker']","[-1.9313455186784267, -40.399360582232475, -40.58342486619949, -7.53815320879221]",3
353,"['after', 'rework', 'ban', 'employee', 'expend', 'meat', 'adam', 'neumann', 'spot', 'eat', 'giant', 'lamb', 'shank', 'company', 'dinner']","[-9.228430898860097, -145.225414827466, -122.44695138931274, -4.943138465285301]",1
354,"['busy', 'w', 'rework', 'book']","[-1.1460444927215576, -18.94401563704014, -27.4061661362648, -10.781920295208693]",2
355,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",2
356,"['rework', 'user', 'proof', 'valuation', 'meaningless']","[-3.8496426418423653, -55.069745272397995, -49.06004583835602, -7.614580892026424]",1
357,"['shitcoins', 'silicon', 'valley', 'lately', 'the', 'wwf', 'continue', 'profit', 'sight', 'vc', 'rail', 'start-ups', 'claim', 'w', 'revenue', 'worth', 'anything', 'pumped', '4', 'dog']","[-5.812372174113989, -186.77422212064266, -162.67848247289658, 0.7930507846176624]",1
358,"['new', 'precast', 'idea', 'how', 'i', 'broke', 'that', 'interviews', 'founder', 'catastrophic', 'failure', 'bc', 'everyone', 'say', 'learn', 'failure', 'success', 'could', 'start', 'rework']","[-16.10016063041985, -189.28840585052967, -171.78841871023178, -21.147666361182928]",3
359,"['also', 'vc', 'pr', 'inflates', 'value', 'lawless', 'worthless', 'company', 'user', 'rework', 'fb', 'start', 'men', 'chosen', 'power', 'unqualified', 'resemble', 'funders', 'transfer', 'wealth', 'public', 'pension', 'fund', 'ipos', 'men', 'donate', 'instead', 'pay', 'tax']","[-15.424504658207297, -276.9158882498741, -243.87915670871735, -9.111798398196697]",1
360,"['postbank', 'group', 'corp', 'report', 'first', 'quarterly', 'loss', '14', 'year', 'wednesday', 'giant', 'vision', 'fund', 'suffer', '970', 'billion', 'yen', '8', '9', 'billion', 'loss', 'fall', 'valuation', 'top', 'tech', 'bet', 'rework', 'user']","[12.963721489533782, -232.82223357260227, -215.07004645466805, -7.4748661033809185]",1
361,"['i', 'see', 'sweet', 'rework', 'jeffrey', 'epstein']","[-5.124215811491013, -44.620429784059525, -47.926731407642365, -12.754487033933401]",2
362,"['if', 'sound', 'like', 'version', 'underground', 'show', 'would', 'filter', 'mind', 'marketing', 'executive', 'want', 'make', 'globally', 'monotonous', 'starbuck', 'rework', 'well', 'exactly', 'solar', 'so', 'bad']","[-6.422492753714323, -212.63156163692474, -188.79787731170654, -16.549713868647814]",2
363,"['i', 'hear', 'rework', 'gonna', 'penny', 'dollar', 'soon']","[-2.8844042774289846, -56.06543657183647, -52.22724801301956, -10.555684387683868]",2
364,"['halloween', 'rework']","[-3.2928606122732162, -15.525000005960464, -21.35075271129608, -8.599457319825888]",2
365,"['a', 'year', 'rework', 'intense', 'furious', 'baffling', 'like', 'ten', 'normal', 'company']","[-4.419016137719154, -95.36485366523266, -82.44598615169525, -7.130309354513884]",1
366,"['stay', 'date', 'great', 'work', 'do', 'subscribe', 'the', 'spectacle', 'we', 'move', 'forward', 'help', 'end', 'global', 'vision', 'epidemic', 'one', 'pair', 'eyelash', 'time', 'join', 'u']","[-7.404535075649619, -191.4003303050995, -168.35287982225418, -13.592634614557028]",2
367,"['rework', 'update', 'exclusive', 'interview', 'guy', 'whose', 'company', 'get', 'lock', 'office', 'umbrella', 'include', 'scoop', 'finally', 'get', 'back']","[-5.666410211473703, -157.14607572555542, -137.2232045531273, -8.53407010808587]",1
368,"['rework', 'favourite', 'soap', 'opera']","[-3.5677193254232407, -35.668952375650406, -35.78651678562164, -13.028098497539759]",2
369,"['amazing', 'tessa', 'self', 'drive', 'capability', 'tessa', 'successful', 'rework']","[-4.363998396322131, -87.144187271595, -74.64177620410919, -0.3737628273665905]",2
370,"['join', '5', 'people', 'right', 'explain', 'user', 'left', 'rework', 'why', 'tech', 'company', 'lose', 'money']","[-1.243036426603794, -105.21279242634773, -97.8872846364975, -12.753452487289906]",1
371,"['this', 'rework', 'story', 'similar', 'story', 'saw', 'tech', 'bubble', 'a', 'company', 'told', 'grow', 'fast', 'order', 'turn', 'around', 'po', 'regardless', 'whether', 'valuation', 'support', 'business', 'shame', 'underwriting', 'deal']","[-13.467140097171068, -233.47396877408028, -212.51387685537338, -20.801125772297382]",1
372,"['welcome', 'friday', 'told', 'valuation', 'money', 'lose', 'share', 'community', 'office', 'lease', 'company', 'way', 'way', 'high', 'plus', 'keep', 'smart', 'smile', 'sexy', 'well', '2', '3', 'step', 'gsmibqr']","[1.8350604809820652, -211.18931764364243, -184.07851457595825, -4.298104528337717]",1
373,"['and', 'accord', 'one', 'employee', 'write', 'company', 'slack', 'post', 'so', 'broke', 'pay', 'employee', 'severance', 'adam', 'get', '200']","[4.498263111338019, -135.7933707088232, -123.939681828022, -11.69544256851077]",1
374,"['10', 'big', 'thing', 'reworks', 'po', 'peril', 'yahoo', 'finance', 'via']","[5.636023722589016, -66.8035027384758, -64.68269446492195, -3.745287947356701]",1
375,"['rework', 'founder', 'adam', 'neumann', '1', '7', 'billion', 'payout', 'postbank', 'unprecedented']","[-2.7209541872143745, -100.31273455917835, -88.73260399699211, -5.309292491525412]",2
376,"['work', 'bank', 'noble', 'today', 'original', 'rework']","[-2.187533101066947, -47.41526985168457, -49.53027504682541, -12.041418518871069]",2
377,"['costa', 'news', 'rework', 'withdraw', 'public', 'offering', 'focus', 'its', 'business', 'model']","[-7.482021491974592, -90.7750401198864, -88.15142196416855, -6.762016881257296]",2
378,"['more', 'detail', 'nefarious', 'dealing', 'was', 'family', 'affair', 'until', 'things', 'got', 'complicated']","[-3.7382707465440035, -123.79783068597317, -96.9483876824379, 3.241755150258541]",1
379,"['some', 'rework', 'board', 'members', 'seek', 'remove', 'adam', 'neumann', 'ceo']","[-6.3298406563699245, -78.66209043562412, -73.23500150442123, -13.955196291208267]",2
380,"['i', 'happy', 'announce', 'i', 'receive', 'offer', 'rosehulman', 'engineering', 'school', 'country']","[-7.37828578799963, -110.89041219651699, -90.03324872255325, -6.508073519915342]",2
381,"['postbank', 'talk', 'jp', 'morgan', 'rework', 'bail-out', 'cash', 'dwindles']","[-3.0689813904464245, -71.76587611436844, -69.0187217593193, -7.155955370515585]",2
382,"['rework', 'parent', 'weighs', 'further', 'cut', 'its', 'valuation', 'w', 'twitter', 'news', 'notice', 'hitchin', 'cryptocurrency', 'technology']","[-16.710623629391193, -140.848345130682, -132.42508751153946, -14.396890055388212]",2
383,"[""you'se"", 'heard', 'rework', 'relive', ""'coliving'"", 'suggest', 'way', 'meeting', 'demand', 'hotel', 'style', 'room', 'communal', 'facility', 'resident', 'examples', 'include', 'development', 'try', 'create', 'communityhttps', 'buff', 'ly', '2zsga8b']","[-1.3343319930136204, -261.51242819428444, -220.5214518904686, 0.5927423946559429]",2
384,"['business', 'yearbook', 'briefing', 'pressure', 'builds', 'rework', 'delay', 'its', 'i', 'p', 'o']","[-1.9525118209421635, -94.37831927835941, -86.5875129699707, -9.919565431773663]",2
385,"['i', 'onto', 'idea', 'mining', 'work', 'office']","[-2.0444050785154104, -49.80049356818199, -43.272519290447235, -4.8775364719331264]",2
386,"['rework', 'founder', 'make', 'best', 'business', 'move', 'yet', 'quit']","[-3.0939532723277807, -68.36008687317371, -63.44116806983948, -8.983082193881273]",1
387,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",2
388,"['is', 'anyone', 'actually', 'try', 'sell', 'rework', 'bond', 'right', 'i', 'look', 'debt', 'investor', 'come', 'upon', 'one', 'eleven', 'funding', 'bondheavy', 'clo', 'issue', 'credit', 'suisse', 'asset', 'management', 'also', 'big', 'rework', 'owner', 'junk-bond', 'ets']","[-8.755159441381693, -278.7524868994951, -239.84584563970566, -16.59278519079089]",2
389,"['sprint', 'corp', 'executive', 'chairman', 'marcelo', 'clause', 'reportedly', 'work', 'get', 'work', 'giant', 'rework', 'back', 'track']","[-11.623636020347476, -126.96232324838638, -123.06784099340439, -23.198228161782026]",2
390,"['rework', 'physical', 'structure', 'put', 'positive', 'energy', 'consciousness', 'world', 'say', 'one', 'work', 'rework', 'ever']","[-10.330621963366866, -118.72547000646591, -116.31531727313995, -24.65316265821457]",1
391,"['square', 'like', 'ibama', 'rework', 'like', 'trump', 'which', 'one', 'get', 'book']","[-2.3513632342219353, -76.12180648744106, -74.54827058315277, -15.00239634141326]",1
392,"['picture', 'day', 'shenanigan', 'best', 'custodian', 'district']","[-6.711635330691934, -75.0518839508295, -59.018769919872284, 3.210760500282049]",2
393,"['postbank', 'get', 'bad', 'end', 'rework', 'deal']","[-2.826963284984231, -45.06969477236271, -45.35702741146088, -7.945775996893644]",2
394,"['reworks', 'adam', 'neumann', 'sue', '1', 'ibn', 'package']","[-2.0061236824840307, -57.38272474706173, -53.443804532289505, -4.012809470295906]",1
395,"['considering', 'happen', 'rework', 'would', 'okay', 'but', ""n't"", 'modern', 'business', 'you', ""can't"", 'flimflam', 'pointless', 'make', 'commodity', 'sell', 'billion', 'your', 'choice', 'matter', 'president']","[-4.578286273404956, -218.56468454003334, -184.6076419353485, -5.580316677689552]",1
396,"['rework', 'confirms', '8', 'billion', 'lifeline', 'postbank', 'group', 'name', 'new', 'executive', 'chairman']","[-5.669363170862198, -110.54735697805882, -99.04738718271255, -3.3707157894968987]",2
397,"['tories', 'get', 'rework', 'vibe', 'new', 'logo']","[-2.66676864027977, -41.09978210926056, -44.408593237400055, -11.369633588939905]",2
398,"['reworks', 'adam', 'neumann', 'reveals', 'secret', 'revolutionary', 'business', 'model', ""three's"", 'one', 'born', 'every', 'minute']","[-8.800192032009363, -137.53584024310112, -119.81133967638016, -11.43699637055397]",3
399,"['also', 'would', 'appreciate', 'interested', 'flip']","[-4.438952084630728, -55.062239930033684, -47.71083515882492, -3.816701762378216]",2
400,"['rework', 'po', 'debacle', 'wing', 'jp', 'morgan', 'nike', 'digital', 'strategy', 'pay', 'dividend', 'ceos', 'speak', 'get', 'reputation', 'boost', 'pr', 'daily']","[-4.837010238319635, -164.16807746887207, -142.9245473742485, -12.795755606144667]",2
401,"['uhm', 'could', 'generation', 'answer']","[-4.71262582950294, -41.37720958888531, -36.535435140132904, -3.5587803684175014]",2
402,"['the', 'ceo', 'of', 'rework', 'reportedly', 'had', 'a', 'sober', 'allhands', 'meeting', 'to', 'announce', 'the', 'firing', 'of', 'hundreds', 'of', 'employees', 'then', 'fundic', 'burst', 'in', 'to', 'perform', 'as', 'they', 'passed', 'out', 'tequila', 'shots']","[-8.93336127884686, -268.16515877842903, -228.77795374393463, -24.293982852250338]",1
403,"['space', 'amaze', 'congrats', 'new', 'midtown', 'center', 'location', 'dc', 'i', 'excite', 'call', 'place', 'home']","[-10.080997053533792, -122.06404410302639, -104.66948080062866, -3.0999010875821114]",3
404,"['today', 'aoc', 'step', 'river', 'debate', 'postbank', 'insurance', 'cost', 'go', 'thanks', 'rework', 'that', 'the', 'real', 'deal', 'daily', 'digest']","[-7.070645121857524, -154.61757117509842, -134.22291338443756, -15.324880182743073]",2
